area_name,area_type,year,month,seasonally_adjusted(y/n),status,labor_force,employment,unemployment,unemployment_rate
Alameda County,County,1990,Annual,N,Final,678000,650600,27500,4.0
Alameda County,County,1991,Annual,N,Final,672500,635600,36900,5.5
Alameda County,County,1992,Annual,N,Final,677000,632300,44800,6.6
Alameda County,County,1993,Annual,N,Final,677300,632000,45300,6.7
Alameda County,County,1994,Annual,N,Final,679000,636900,42100,6.2
Alameda County,County,1995,Annual,N,Final,676000,637200,38900,5.8
Alameda County,County,1996,Annual,N,Final,677700,643100,34600,5.1
Alameda County,County,1997,Annual,N,Final,693300,662100,31100,4.5
Alameda County,County,1998,Annual,N,Final,703300,674200,29200,4.1
Alameda County,County,1999,Annual,N,Final,714400,689400,25000,3.5
Alameda County,County,2000,Annual,N,Final,769700,742200,27500,3.6
Alameda County,County,2001,Annual,N,Final,778700,741200,37500,4.8
Alameda County,County,2002,Annual,N,Final,773300,721100,52200,6.8
Alameda County,County,2003,Annual,N,Final,756900,704500,52400,6.9
Alameda County,County,2004,Annual,N,Final,744400,700800,43600,5.9
Alameda County,County,2005,Annual,N,Final,738700,701100,37600,5.1
Alameda County,County,2006,Annual,N,Final,739700,707000,32700,4.4
Alameda County,County,2007,Annual,N,Final,752600,717500,35100,4.7
Alameda County,County,2008,Annual,N,Final,764200,716800,47400,6.2
Alameda County,County,2009,Annual,N,Final,770200,688400,81800,10.6
Alameda County,County,2010,Annual,N,Final,783100,697000,86100,11.0
Alameda County,County,2011,Annual,N,Final,783600,704600,79000,10.1
Alameda County,County,2012,Annual,N,Final,796100,726700,69400,8.7
Alameda County,County,2013,Annual,N,Final,800600,742100,58500,7.3
Alameda County,County,2014,Annual,N,Final,807200,759600,47600,5.9
Alameda County,County,2015,Annual,N,Final,819400,780300,39000,4.8
Alameda County,County,2016,Annual,N,Final,878300,842200,36100,4.1
Alameda County,County,2017,Annual,N,Final,885800,854500,31300,3.5
Alameda County,County,2018,Annual,N,Final,889000,863000,25900,2.9
Alameda County,County,2019,Annual,N,Final,889600,864400,25200,2.8
Alameda County,County,2020,Annual,N,Final,860300,787400,73000,8.5
Alameda County,County,2021,Annual,N,Final,846500,796900,49600,5.9
Alameda County,County,2022,Annual,N,Final,856600,829100,27500,3.2
Alameda County,County,2023,Annual,N,Final,866300,833200,33100,3.8
Alameda County,County,2024,Annual,N,Final,866300,827700,38600,4.5
Alpine County,County,1990,Annual,N,Final,380,340,40,9.6
Alpine County,County,1991,Annual,N,Final,360,310,50,13.4
Alpine County,County,1992,Annual,N,Final,350,290,60,16.7
Alpine County,County,1993,Annual,N,Final,360,310,50,13.1
Alpine County,County,1994,Annual,N,Final,450,400,50,10.3
Alpine County,County,1995,Annual,N,Final,480,430,50,10.6
Alpine County,County,1996,Annual,N,Final,490,440,50,10.0
Alpine County,County,1997,Annual,N,Final,500,450,50,9.5
Alpine County,County,1998,Annual,N,Final,480,440,50,9.7
Alpine County,County,1999,Annual,N,Final,490,450,50,9.3
Alpine County,County,2000,Annual,N,Final,560,520,30,6.3
Alpine County,County,2001,Annual,N,Final,570,530,40,7.3
Alpine County,County,2002,Annual,N,Final,560,520,40,7.6
Alpine County,County,2003,Annual,N,Final,560,510,50,8.5
Alpine County,County,2004,Annual,N,Final,540,490,40,8.0
Alpine County,County,2005,Annual,N,Final,530,490,40,8.0
Alpine County,County,2006,Annual,N,Final,490,450,30,6.4
Alpine County,County,2007,Annual,N,Final,500,460,40,7.8
Alpine County,County,2008,Annual,N,Final,470,420,50,10.4
Alpine County,County,2009,Annual,N,Final,450,390,70,14.6
Alpine County,County,2010,Annual,N,Final,540,470,70,12.9
Alpine County,County,2011,Annual,N,Final,590,520,70,12.6
Alpine County,County,2012,Annual,N,Final,540,480,60,11.1
Alpine County,County,2013,Annual,N,Final,520,470,50,9.8
Alpine County,County,2014,Annual,N,Final,510,470,40,8.3
Alpine County,County,2015,Annual,N,Final,550,510,40,7.3
Alpine County,County,2016,Annual,N,Final,420,380,40,8.6
Alpine County,County,2017,Annual,N,Final,410,380,30,8.5
Alpine County,County,2018,Annual,N,Final,410,380,30,6.4
Alpine County,County,2019,Annual,N,Final,400,370,30,7.2
Alpine County,County,2020,Annual,N,Final,380,320,60,15.6
Alpine County,County,2021,Annual,N,Final,380,340,40,11.5
Alpine County,County,2022,Annual,N,Final,360,330,30,8.1
Alpine County,County,2023,Annual,N,Final,420,380,30,8.1
Alpine County,County,2024,Annual,N,Final,460,430,40,7.8
Amador County,County,1990,Annual,N,Final,11470,10870,590,5.2
Amador County,County,1991,Annual,N,Final,12000,11150,840,7.0
Amador County,County,1992,Annual,N,Final,12710,11540,1180,9.3
Amador County,County,1993,Annual,N,Final,12820,11620,1190,9.3
Amador County,County,1994,Annual,N,Final,12720,11680,1050,8.2
Amador County,County,1995,Annual,N,Final,13070,12020,1050,8.0
Amador County,County,1996,Annual,N,Final,13220,12320,900,6.8
Amador County,County,1997,Annual,N,Final,13190,12380,810,6.2
Amador County,County,1998,Annual,N,Final,13310,12580,730,5.5
Amador County,County,1999,Annual,N,Final,13530,12900,630,4.7
Amador County,County,2000,Annual,N,Final,15280,14500,790,5.1
Amador County,County,2001,Annual,N,Final,16150,15330,820,5.1
Amador County,County,2002,Annual,N,Final,16550,15590,960,5.8
Amador County,County,2003,Annual,N,Final,16440,15420,1020,6.2
Amador County,County,2004,Annual,N,Final,16970,15990,980,5.8
Amador County,County,2005,Annual,N,Final,17300,16340,970,5.6
Amador County,County,2006,Annual,N,Final,17370,16450,930,5.3
Amador County,County,2007,Annual,N,Final,17880,16850,1030,5.8
Amador County,County,2008,Annual,N,Final,17980,16600,1380,7.7
Amador County,County,2009,Annual,N,Final,18040,15910,2130,11.8
Amador County,County,2010,Annual,N,Final,15520,13320,2200,14.2
Amador County,County,2011,Annual,N,Final,15040,12990,2050,13.6
Amador County,County,2012,Annual,N,Final,14630,12830,1800,12.3
Amador County,County,2013,Annual,N,Final,14410,12910,1500,10.4
Amador County,County,2014,Annual,N,Final,14340,13130,1210,8.4
Amador County,County,2015,Annual,N,Final,14320,13370,950,6.6
Amador County,County,2016,Annual,N,Final,14690,13800,900,6.1
Amador County,County,2017,Annual,N,Final,14860,14100,750,5.1
Amador County,County,2018,Annual,N,Final,14830,14210,610,4.1
Amador County,County,2019,Annual,N,Final,14940,14350,590,4.0
Amador County,County,2020,Annual,N,Final,14570,13210,1370,9.4
Amador County,County,2021,Annual,N,Final,14540,13510,1030,7.1
Amador County,County,2022,Annual,N,Final,14480,13820,660,4.6
Amador County,County,2023,Annual,N,Final,14750,14000,760,5.1
Amador County,County,2024,Annual,N,Final,14950,14130,820,5.5
Butte County,County,1990,Annual,N,Final,78900,72200,6600,8.4
Butte County,County,1991,Annual,N,Final,79400,71600,7800,9.9
Butte County,County,1992,Annual,N,Final,82000,72200,9800,11.9
Butte County,County,1993,Annual,N,Final,82500,72600,9900,12.0
Butte County,County,1994,Annual,N,Final,82800,74200,8600,10.4
Butte County,County,1995,Annual,N,Final,82200,74000,8200,10.0
Butte County,County,1996,Annual,N,Final,82600,75100,7600,9.2
Butte County,County,1997,Annual,N,Final,83900,76600,7300,8.7
Butte County,County,1998,Annual,N,Final,85100,78000,7100,8.4
Butte County,County,1999,Annual,N,Final,85600,79700,5900,6.9
Butte County,County,2000,Annual,N,Final,93200,87500,5700,6.2
Butte County,County,2001,Annual,N,Final,95200,88900,6300,6.6
Butte County,County,2002,Annual,N,Final,97300,90100,7300,7.4
Butte County,County,2003,Annual,N,Final,98600,91100,7600,7.7
Butte County,County,2004,Annual,N,Final,97800,90600,7200,7.4
Butte County,County,2005,Annual,N,Final,98900,92200,6700,6.7
Butte County,County,2006,Annual,N,Final,100600,94300,6200,6.2
Butte County,County,2007,Annual,N,Final,102200,95500,6800,6.6
Butte County,County,2008,Annual,N,Final,103900,95100,8800,8.4
Butte County,County,2009,Annual,N,Final,105100,91700,13400,12.7
Butte County,County,2010,Annual,N,Final,102700,88300,14400,14.0
Butte County,County,2011,Annual,N,Final,100300,86500,13700,13.7
Butte County,County,2012,Annual,N,Final,100700,88400,12300,12.2
Butte County,County,2013,Annual,N,Final,101500,90900,10600,10.4
Butte County,County,2014,Annual,N,Final,101200,92300,8900,8.8
Butte County,County,2015,Annual,N,Final,101100,93800,7300,7.2
Butte County,County,2016,Annual,N,Final,100000,93200,6700,6.7
Butte County,County,2017,Annual,N,Final,100300,94400,5900,5.9
Butte County,County,2018,Annual,N,Final,99900,94800,5100,5.1
Butte County,County,2019,Annual,N,Final,96200,91200,5000,5.2
Butte County,County,2020,Annual,N,Final,91500,82800,8700,9.5
Butte County,County,2021,Annual,N,Final,90100,83900,6200,6.9
Butte County,County,2022,Annual,N,Final,89900,85800,4100,4.6
Butte County,County,2023,Annual,N,Final,90800,86000,4700,5.2
Butte County,County,2024,Annual,N,Final,91500,86100,5400,5.9
Calaveras County,County,1990,Annual,N,Final,13460,12540,920,6.8
Calaveras County,County,1991,Annual,N,Final,13990,12670,1310,9.4
Calaveras County,County,1992,Annual,N,Final,15030,13220,1820,12.1
Calaveras County,County,1993,Annual,N,Final,14940,13120,1810,12.1
Calaveras County,County,1994,Annual,N,Final,14630,12970,1650,11.3
Calaveras County,County,1995,Annual,N,Final,14090,12530,1560,11.1
Calaveras County,County,1996,Annual,N,Final,14070,12740,1320,9.4
Calaveras County,County,1997,Annual,N,Final,14040,12750,1280,9.1
Calaveras County,County,1998,Annual,N,Final,14130,12880,1250,8.8
Calaveras County,County,1999,Annual,N,Final,14470,13450,1020,7.0
Calaveras County,County,2000,Annual,N,Final,18160,17160,1000,5.5
Calaveras County,County,2001,Annual,N,Final,19050,18000,1050,5.5
Calaveras County,County,2002,Annual,N,Final,19730,18440,1290,6.5
Calaveras County,County,2003,Annual,N,Final,19920,18440,1480,7.4
Calaveras County,County,2004,Annual,N,Final,20030,18670,1360,6.8
Calaveras County,County,2005,Annual,N,Final,20650,19370,1290,6.2
Calaveras County,County,2006,Annual,N,Final,20760,19550,1210,5.8
Calaveras County,County,2007,Annual,N,Final,20930,19590,1330,6.4
Calaveras County,County,2008,Annual,N,Final,20830,19030,1810,8.7
Calaveras County,County,2009,Annual,N,Final,20600,17710,2900,14.1
Calaveras County,County,2010,Annual,N,Final,21040,17970,3070,14.6
Calaveras County,County,2011,Annual,N,Final,20590,17700,2890,14.0
Calaveras County,County,2012,Annual,N,Final,20150,17650,2500,12.4
Calaveras County,County,2013,Annual,N,Final,20200,18180,2030,10.0
Calaveras County,County,2014,Annual,N,Final,20230,18590,1640,8.1
Calaveras County,County,2015,Annual,N,Final,20560,19240,1320,6.4
Calaveras County,County,2016,Annual,N,Final,16290,15110,1180,7.3
Calaveras County,County,2017,Annual,N,Final,16420,15430,1000,6.1
Calaveras County,County,2018,Annual,N,Final,16510,15660,850,5.2
Calaveras County,County,2019,Annual,N,Final,16630,15820,820,4.9
Calaveras County,County,2020,Annual,N,Final,16900,15250,1650,9.8
Calaveras County,County,2021,Annual,N,Final,17040,15800,1240,7.3
Calaveras County,County,2022,Annual,N,Final,17470,16650,820,4.7
Calaveras County,County,2023,Annual,N,Final,17750,16830,920,5.2
Calaveras County,County,2024,Annual,N,Final,17580,16520,1060,6.0
Colusa County,County,1990,Annual,N,Final,8010,6870,1150,14.3
Colusa County,County,1991,Annual,N,Final,8110,6640,1470,18.1
Colusa County,County,1992,Annual,N,Final,8230,6450,1790,21.7
Colusa County,County,1993,Annual,N,Final,8470,6630,1840,21.7
Colusa County,County,1994,Annual,N,Final,8200,6630,1570,19.2
Colusa County,County,1995,Annual,N,Final,8550,6860,1690,19.8
Colusa County,County,1996,Annual,N,Final,8610,6880,1720,20.0
Colusa County,County,1997,Annual,N,Final,9100,7370,1720,19.0
Colusa County,County,1998,Annual,N,Final,8830,7060,1780,20.1
Colusa County,County,1999,Annual,N,Final,8720,7330,1400,16.0
Colusa County,County,2000,Annual,N,Final,9270,8200,1060,11.5
Colusa County,County,2001,Annual,N,Final,9140,7960,1170,12.9
Colusa County,County,2002,Annual,N,Final,9430,8110,1310,13.9
Colusa County,County,2003,Annual,N,Final,9480,8100,1370,14.5
Colusa County,County,2004,Annual,N,Final,9550,8250,1300,13.6
Colusa County,County,2005,Annual,N,Final,9940,8680,1260,12.7
Colusa County,County,2006,Annual,N,Final,9990,8770,1220,12.2
Colusa County,County,2007,Annual,N,Final,10310,9110,1200,11.7
Colusa County,County,2008,Annual,N,Final,10600,9140,1460,13.8
Colusa County,County,2009,Annual,N,Final,11690,9570,2120,18.2
Colusa County,County,2010,Annual,N,Final,11550,9120,2430,21.0
Colusa County,County,2011,Annual,N,Final,11330,8920,2410,21.3
Colusa County,County,2012,Annual,N,Final,11250,8910,2340,20.8
Colusa County,County,2013,Annual,N,Final,11270,9120,2150,19.1
Colusa County,County,2014,Annual,N,Final,11090,9140,1950,17.6
Colusa County,County,2015,Annual,N,Final,11050,9350,1700,15.4
Colusa County,County,2016,Annual,N,Final,11270,9560,1710,15.2
Colusa County,County,2017,Annual,N,Final,11210,9660,1550,13.8
Colusa County,County,2018,Annual,N,Final,11240,9800,1430,12.8
Colusa County,County,2019,Annual,N,Final,11390,9970,1420,12.5
Colusa County,County,2020,Annual,N,Final,11000,9250,1740,15.9
Colusa County,County,2021,Annual,N,Final,11020,9680,1340,12.2
Colusa County,County,2022,Annual,N,Final,10630,9430,1210,11.3
Colusa County,County,2023,Annual,N,Final,11080,9710,1370,12.4
Colusa County,County,2024,Annual,N,Final,11290,9820,1470,13.0
Contra Costa County,County,1990,Annual,N,Final,435700,418200,17500,4.0
Contra Costa County,County,1991,Annual,N,Final,435000,411000,24000,5.5
Contra Costa County,County,1992,Annual,N,Final,442000,412800,29200,6.6
Contra Costa County,County,1993,Annual,N,Final,442000,412600,29300,6.6
Contra Costa County,County,1994,Annual,N,Final,451200,423000,28200,6.3
Contra Costa County,County,1995,Annual,N,Final,452100,426200,25900,5.7
Contra Costa County,County,1996,Annual,N,Final,457400,434400,23000,5.0
Contra Costa County,County,1997,Annual,N,Final,469000,449300,19800,4.2
Contra Costa County,County,1998,Annual,N,Final,476900,459600,17300,3.6
Contra Costa County,County,1999,Annual,N,Final,486400,471500,14900,3.1
Contra Costa County,County,2000,Annual,N,Final,501400,483800,17600,3.5
Contra Costa County,County,2001,Annual,N,Final,508800,488100,20700,4.1
Contra Costa County,County,2002,Annual,N,Final,512100,482600,29400,5.7
Contra Costa County,County,2003,Annual,N,Final,510100,478700,31400,6.2
Contra Costa County,County,2004,Annual,N,Final,509700,482000,27600,5.4
Contra Costa County,County,2005,Annual,N,Final,513000,488200,24800,4.8
Contra Costa County,County,2006,Annual,N,Final,514500,492600,22000,4.3
Contra Costa County,County,2007,Annual,N,Final,519400,495300,24200,4.7
Contra Costa County,County,2008,Annual,N,Final,529100,496200,32900,6.2
Contra Costa County,County,2009,Annual,N,Final,531200,476400,54800,10.3
Contra Costa County,County,2010,Annual,N,Final,526000,467800,58200,11.1
Contra Costa County,County,2011,Annual,N,Final,527400,473100,54300,10.3
Contra Costa County,County,2012,Annual,N,Final,534300,486300,48000,9.0
Contra Costa County,County,2013,Annual,N,Final,536500,495900,40700,7.6
Contra Costa County,County,2014,Annual,N,Final,539000,505300,33700,6.3
Contra Costa County,County,2015,Annual,N,Final,544900,517300,27500,5.0
Contra Costa County,County,2016,Annual,N,Final,573800,548800,25000,4.4
Contra Costa County,County,2017,Annual,N,Final,579400,557700,21700,3.7
Contra Costa County,County,2018,Annual,N,Final,581700,563600,18100,3.1
Contra Costa County,County,2019,Annual,N,Final,582200,564600,17600,3.0
Contra Costa County,County,2020,Annual,N,Final,565100,516000,49100,8.7
Contra Costa County,County,2021,Annual,N,Final,567500,532600,34900,6.1
Contra Costa County,County,2022,Annual,N,Final,575400,555700,19700,3.4
Contra Costa County,County,2023,Annual,N,Final,582200,559600,22600,3.9
Contra Costa County,County,2024,Annual,N,Final,582300,556000,26300,4.5
Del Norte County,County,1990,Annual,N,Final,9620,8460,1160,12.0
Del Norte County,County,1991,Annual,N,Final,9790,8580,1210,12.3
Del Norte County,County,1992,Annual,N,Final,9850,8320,1530,15.5
Del Norte County,County,1993,Annual,N,Final,9750,8360,1390,14.2
Del Norte County,County,1994,Annual,N,Final,10030,8800,1220,12.2
Del Norte County,County,1995,Annual,N,Final,10070,8830,1240,12.3
Del Norte County,County,1996,Annual,N,Final,10160,9090,1060,10.5
Del Norte County,County,1997,Annual,N,Final,10160,9120,1040,10.2
Del Norte County,County,1998,Annual,N,Final,9960,8930,1030,10.3
Del Norte County,County,1999,Annual,N,Final,9870,9080,800,8.1
Del Norte County,County,2000,Annual,N,Final,10240,9490,750,7.4
Del Norte County,County,2001,Annual,N,Final,10230,9400,820,8.0
Del Norte County,County,2002,Annual,N,Final,10240,9340,900,8.8
Del Norte County,County,2003,Annual,N,Final,10350,9460,890,8.6
Del Norte County,County,2004,Annual,N,Final,10670,9810,860,8.0
Del Norte County,County,2005,Annual,N,Final,10800,10000,800,7.4
Del Norte County,County,2006,Annual,N,Final,10880,10130,740,6.8
Del Norte County,County,2007,Annual,N,Final,11140,10300,830,7.5
Del Norte County,County,2008,Annual,N,Final,11480,10470,1010,8.8
Del Norte County,County,2009,Annual,N,Final,11830,10390,1440,12.2
Del Norte County,County,2010,Annual,N,Final,10950,9490,1460,13.3
Del Norte County,County,2011,Annual,N,Final,10850,9410,1440,13.3
Del Norte County,County,2012,Annual,N,Final,10470,9050,1420,13.6
Del Norte County,County,2013,Annual,N,Final,10310,9070,1230,11.9
Del Norte County,County,2014,Annual,N,Final,9930,8910,1010,10.2
Del Norte County,County,2015,Annual,N,Final,9860,9010,840,8.6
Del Norte County,County,2016,Annual,N,Final,9300,8550,750,8.0
Del Norte County,County,2017,Annual,N,Final,9230,8590,640,6.9
Del Norte County,County,2018,Annual,N,Final,9230,8670,560,6.1
Del Norte County,County,2019,Annual,N,Final,9140,8580,570,6.2
Del Norte County,County,2020,Annual,N,Final,8950,8030,920,10.2
Del Norte County,County,2021,Annual,N,Final,8870,8140,720,8.2
Del Norte County,County,2022,Annual,N,Final,8780,8300,490,5.6
Del Norte County,County,2023,Annual,N,Final,8950,8410,540,6.0
Del Norte County,County,2024,Annual,N,Final,8990,8430,560,6.2
El Dorado County,County,1990,Annual,N,Final,63900,61000,2900,4.5
El Dorado County,County,1991,Annual,N,Final,65600,61200,4400,6.7
El Dorado County,County,1992,Annual,N,Final,67200,61500,5800,8.6
El Dorado County,County,1993,Annual,N,Final,67400,61500,5900,8.7
El Dorado County,County,1994,Annual,N,Final,70400,65300,5100,7.3
El Dorado County,County,1995,Annual,N,Final,72100,67100,5000,6.9
El Dorado County,County,1996,Annual,N,Final,73900,69200,4700,6.4
El Dorado County,County,1997,Annual,N,Final,75700,71500,4200,5.5
El Dorado County,County,1998,Annual,N,Final,76900,73100,3800,5.0
El Dorado County,County,1999,Annual,N,Final,79300,76100,3100,3.9
El Dorado County,County,2000,Annual,N,Final,82200,78900,3400,4.1
El Dorado County,County,2001,Annual,N,Final,84100,80500,3600,4.3
El Dorado County,County,2002,Annual,N,Final,86400,81800,4500,5.3
El Dorado County,County,2003,Annual,N,Final,87700,82800,4900,5.6
El Dorado County,County,2004,Annual,N,Final,89200,84500,4700,5.3
El Dorado County,County,2005,Annual,N,Final,91600,87200,4400,4.8
El Dorado County,County,2006,Annual,N,Final,92300,88000,4200,4.6
El Dorado County,County,2007,Annual,N,Final,91300,86600,4700,5.1
El Dorado County,County,2008,Annual,N,Final,91500,85100,6400,7.0
El Dorado County,County,2009,Annual,N,Final,92800,82400,10400,11.2
El Dorado County,County,2010,Annual,N,Final,91200,80000,11200,12.3
El Dorado County,County,2011,Annual,N,Final,89300,78900,10500,11.7
El Dorado County,County,2012,Annual,N,Final,88800,79700,9100,10.3
El Dorado County,County,2013,Annual,N,Final,88400,80800,7600,8.6
El Dorado County,County,2014,Annual,N,Final,87800,81600,6200,7.1
El Dorado County,County,2015,Annual,N,Final,87900,82900,5000,5.7
El Dorado County,County,2016,Annual,N,Final,84800,80200,4600,5.4
El Dorado County,County,2017,Annual,N,Final,85400,81400,3900,4.6
El Dorado County,County,2018,Annual,N,Final,86300,83000,3300,3.8
El Dorado County,County,2019,Annual,N,Final,87100,83800,3300,3.8
El Dorado County,County,2020,Annual,N,Final,85800,78200,7600,8.9
El Dorado County,County,2021,Annual,N,Final,87100,81700,5300,6.1
El Dorado County,County,2022,Annual,N,Final,87400,84200,3200,3.6
El Dorado County,County,2023,Annual,N,Final,88800,85200,3700,4.1
El Dorado County,County,2024,Annual,N,Final,90200,86000,4200,4.7
Fresno County,County,1990,Annual,N,Final,329000,290700,38300,11.6
Fresno County,County,1991,Annual,N,Final,337500,291800,45700,13.5
Fresno County,County,1992,Annual,N,Final,352800,297700,55200,15.6
Fresno County,County,1993,Annual,N,Final,361500,305500,56000,15.5
Fresno County,County,1994,Annual,N,Final,356000,304800,51300,14.4
Fresno County,County,1995,Annual,N,Final,370000,317800,52200,14.1
Fresno County,County,1996,Annual,N,Final,369900,320300,49600,13.4
Fresno County,County,1997,Annual,N,Final,372000,321600,50400,13.6
Fresno County,County,1998,Annual,N,Final,376100,322400,53600,14.3
Fresno County,County,1999,Annual,N,Final,377700,326400,51400,13.6
Fresno County,County,2000,Annual,N,Final,388400,348300,40100,10.3
Fresno County,County,2001,Annual,N,Final,390000,348200,41800,10.7
Fresno County,County,2002,Annual,N,Final,402400,355700,46700,11.6
Fresno County,County,2003,Annual,N,Final,405400,357400,48000,11.8
Fresno County,County,2004,Annual,N,Final,405800,363500,42300,10.4
Fresno County,County,2005,Annual,N,Final,409600,372900,36700,9.0
Fresno County,County,2006,Annual,N,Final,413700,380600,33100,8.0
Fresno County,County,2007,Annual,N,Final,422600,386700,35900,8.5
Fresno County,County,2008,Annual,N,Final,434000,388300,45700,10.5
Fresno County,County,2009,Annual,N,Final,440200,373300,66800,15.2
Fresno County,County,2010,Annual,N,Final,440300,366100,74200,16.8
Fresno County,County,2011,Annual,N,Final,441800,368700,73100,16.5
Fresno County,County,2012,Annual,N,Final,438900,372200,66700,15.2
Fresno County,County,2013,Annual,N,Final,436900,378500,58500,13.4
Fresno County,County,2014,Annual,N,Final,438100,386800,51300,11.7
Fresno County,County,2015,Annual,N,Final,440400,395400,45000,10.2
Fresno County,County,2016,Annual,N,Final,439900,397400,42500,9.7
Fresno County,County,2017,Annual,N,Final,440400,402200,38300,8.7
Fresno County,County,2018,Annual,N,Final,441000,407200,33800,7.7
Fresno County,County,2019,Annual,N,Final,445500,412500,33100,7.4
Fresno County,County,2020,Annual,N,Final,440800,389000,51800,11.8
Fresno County,County,2021,Annual,N,Final,438800,398100,40800,9.3
Fresno County,County,2022,Annual,N,Final,445700,416300,29400,6.6
Fresno County,County,2023,Annual,N,Final,459000,424700,34300,7.5
Fresno County,County,2024,Annual,N,Final,469100,431800,37200,7.9
Glenn County,County,1990,Annual,N,Final,11260,9850,1410,12.5
Glenn County,County,1991,Annual,N,Final,11110,9340,1760,15.9
Glenn County,County,1992,Annual,N,Final,11410,9230,2170,19.1
Glenn County,County,1993,Annual,N,Final,11350,9380,1970,17.4
Glenn County,County,1994,Annual,N,Final,11510,9640,1870,16.2
Glenn County,County,1995,Annual,N,Final,11460,9670,1790,15.6
Glenn County,County,1996,Annual,N,Final,11390,9640,1750,15.3
Glenn County,County,1997,Annual,N,Final,10960,9480,1480,13.5
Glenn County,County,1998,Annual,N,Final,10490,9080,1410,13.4
Glenn County,County,1999,Annual,N,Final,10390,9220,1180,11.3
Glenn County,County,2000,Annual,N,Final,11290,10350,950,8.4
Glenn County,County,2001,Annual,N,Final,11240,10250,990,8.8
Glenn County,County,2002,Annual,N,Final,11250,10160,1090,9.7
Glenn County,County,2003,Annual,N,Final,11170,10010,1150,10.3
Glenn County,County,2004,Annual,N,Final,11500,10420,1070,9.3
Glenn County,County,2005,Annual,N,Final,11600,10630,970,8.4
Glenn County,County,2006,Annual,N,Final,11710,10770,940,8.0
Glenn County,County,2007,Annual,N,Final,12090,11030,1060,8.7
Glenn County,County,2008,Annual,N,Final,12310,11020,1290,10.5
Glenn County,County,2009,Annual,N,Final,12750,10890,1870,14.6
Glenn County,County,2010,Annual,N,Final,13240,11180,2060,15.6
Glenn County,County,2011,Annual,N,Final,13120,11080,2040,15.5
Glenn County,County,2012,Annual,N,Final,13110,11250,1870,14.2
Glenn County,County,2013,Annual,N,Final,12960,11380,1580,12.2
Glenn County,County,2014,Annual,N,Final,12800,11420,1380,10.8
Glenn County,County,2015,Annual,N,Final,12970,11830,1130,8.7
Glenn County,County,2016,Annual,N,Final,12090,11000,1090,9.0
Glenn County,County,2017,Annual,N,Final,11970,11000,970,8.1
Glenn County,County,2018,Annual,N,Final,11910,11070,840,7.1
Glenn County,County,2019,Annual,N,Final,12120,11310,810,6.7
Glenn County,County,2020,Annual,N,Final,11910,10760,1150,9.7
Glenn County,County,2021,Annual,N,Final,11720,10830,890,7.6
Glenn County,County,2022,Annual,N,Final,11850,11150,700,5.9
Glenn County,County,2023,Annual,N,Final,11970,11170,800,6.7
Glenn County,County,2024,Annual,N,Final,12140,11290,860,7.1
Humboldt County,County,1990,Annual,N,Final,56300,51900,4500,7.9
Humboldt County,County,1991,Annual,N,Final,56800,51700,5000,8.9
Humboldt County,County,1992,Annual,N,Final,58900,53000,5900,10.1
Humboldt County,County,1993,Annual,N,Final,59600,53600,5900,9.9
Humboldt County,County,1994,Annual,N,Final,59800,54600,5200,8.7
Humboldt County,County,1995,Annual,N,Final,59700,54700,5000,8.3
Humboldt County,County,1996,Annual,N,Final,60000,55300,4600,7.7
Humboldt County,County,1997,Annual,N,Final,60300,55900,4500,7.4
Humboldt County,County,1998,Annual,N,Final,60700,56300,4400,7.2
Humboldt County,County,1999,Annual,N,Final,59800,55900,3900,6.5
Humboldt County,County,2000,Annual,N,Final,60200,56700,3500,5.7
Humboldt County,County,2001,Annual,N,Final,60500,56800,3600,6.0
Humboldt County,County,2002,Annual,N,Final,60900,56800,4100,6.8
Humboldt County,County,2003,Annual,N,Final,60800,56600,4200,6.9
Humboldt County,County,2004,Annual,N,Final,60600,56700,3900,6.5
Humboldt County,County,2005,Annual,N,Final,59900,56200,3600,6.1
Humboldt County,County,2006,Annual,N,Final,59900,56600,3300,5.5
Humboldt County,County,2007,Annual,N,Final,59900,56400,3500,5.9
Humboldt County,County,2008,Annual,N,Final,60600,56200,4400,7.3
Humboldt County,County,2009,Annual,N,Final,61600,54800,6800,11.1
Humboldt County,County,2010,Annual,N,Final,66100,59100,7000,10.6
Humboldt County,County,2011,Annual,N,Final,64800,58000,6800,10.5
Humboldt County,County,2012,Annual,N,Final,64100,57900,6200,9.6
Humboldt County,County,2013,Annual,N,Final,62900,57700,5100,8.2
Humboldt County,County,2014,Annual,N,Final,62300,58100,4200,6.8
Humboldt County,County,2015,Annual,N,Final,62300,58800,3500,5.6
Humboldt County,County,2016,Annual,N,Final,61400,58300,3100,5.1
Humboldt County,County,2017,Annual,N,Final,61500,58800,2700,4.3
Humboldt County,County,2018,Annual,N,Final,61400,59100,2300,3.7
Humboldt County,County,2019,Annual,N,Final,61100,58800,2300,3.7
Humboldt County,County,2020,Annual,N,Final,58700,53600,5100,8.7
Humboldt County,County,2021,Annual,N,Final,57700,54000,3700,6.4
Humboldt County,County,2022,Annual,N,Final,58100,55700,2400,4.1
Humboldt County,County,2023,Annual,N,Final,59200,56500,2700,4.6
Humboldt County,County,2024,Annual,N,Final,60200,57100,3100,5.2
Imperial County,County,1990,Annual,N,Final,47400,35300,12100,25.5
Imperial County,County,1991,Annual,N,Final,49000,36200,12900,26.2
Imperial County,County,1992,Annual,N,Final,54000,37300,16700,30.9
